Country,State,Year,Ministry Or Department Name,Direct Benefit Transfer (Dbt) Scheme Name,Direct Benefit Transfer (Dbt) Scheme Benefit Type,Direct Benefit Transfer (Dbt) Fund Transferred (UOM:INR(IndianRupees))
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",Department of Youth Affairs,Assistance to Scouting and Guiding Organizations,In Kind,3451008
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,Janani suraksha yojana,Cash,237900
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",Ministry of Minority Affairs,Post-Matric Scholarship for Minorities,Cash,110400
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Petroleum and Natural Gas,PAHAL,Cash,188200000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2017",Ministry of Women and Child Development,Pradhan Mantri Matru Vandana Yojana,Cash,9780000
India,Assam,"Financial Year (Apr - Mar), 2017",Ministry of Minority Affairs,Pre- Matric Scholarship for Minorities,Cash,1093370335
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",Department of Fertilizers,Fertilizer Subsidy Scheme,In Kind,27214046117
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Social Justice and Empowerment,Central Sector Scheme of National Fellowship for OBC Students,Cash,46125935
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Rural Development ,Indira Gandhi National Disability Pension Scheme-IGNDPS,Cash,5781600
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Tribal Affairs,National Fellowship and Scholarship for Higher education for ST students (for FELLOWSHIP),Cash,193196943
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017","Department of Agriculture, Cooperation and Farmers Welfare",Pradhan Mantri Krishi Sinchai Yojana,Cash and In Kind,5983971720
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Labour and Employment,Pradhan Mantri Rojgar Protshan Yojana (PMRPY),Cash,254797078
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018",Ministry of Petroleum and Natural Gas,PRADHAN MANTRI UJJWALA YOJANA,In Kind,52724800
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2017",Ministry of Petroleum and Natural Gas,PAHAL,Cash,163210000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",Ministry of Railways,Prime Minister's Scholarship Scheme for Railway Protection Force (RPF),Cash,486000
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Department of Youth Affairs,IC-International Youth Exchange Programmes,Cash and In Kind,552311
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2017",Department of Empowerment of Persons with Disabilities,Pre-matric scholarship for Persons with disabilities,Cash,35000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018","Department of Agriculture, Cooperation and Farmers Welfare",Pradhan Mantri Krishi Sinchai Yojana,Cash and In Kind,11979115391
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019","Department of Agriculture, Cooperation and Farmers Welfare",Sub Mission on Agriculture Mechanization-Central Sector,Cash and In Kind,479915
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Department of Financial Services,Atal Pension Yojana,Cash,861565
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",Department of Rural Development,Indira Gandhi National Widow Pension Scheme-IGNWPS,Cash,100521800
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Social Justice and Empowerment,Central Sector Scheme Of Top Class Education For SC Students,Cash,3436061
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Pragati Scholarship for girls in Degree Colleges,Cash,11796990
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018",Department of Health and Family Welfare,NIKSHAY - TB patient incentive for nutritional support,Cash and In Kind,5866000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Promotion of Industry and Internal Trade,Children Reward Scheme - Scheme for Salt Workers,Cash,1177500
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018",Department of Youth Affairs,IC-International Youth Exchange Programmes,Cash and In Kind,6678
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Health Research,ICMR-Short Term Studentship,Cash,530000
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018",Department of Health and Family Welfare,ASHA incentives,Cash,1804697
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Ishan Uday Special Scholarship Scheme for North Eastern Region,Cash,509944
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Petroleum and Natural Gas,Pradhan Mantri Ujjwala Yojana,In Kind,77404800
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Social Justice and Empowerment,Central Sector Scheme of National Fellowship for providing scholarships to Scheduled Caste students to pursue programmes in Higher Education such as M.Phil. and Ph.D.,Cash,334867557
India,Assam,"Financial Year (Apr - Mar), 2017",Department of Social Justice and Empowerment,Centrally Sponsored Scheme Of Post Matric Scholarships To The Students Belonging To Scheduled Castes For Studies In India,Cash,11447700
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Prime Minster's Special Scholarship Scheme For Jammu And Kashmir Students,Cash,7708555
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Department of Drinking Water and Sanitation,Swachh Bharat Mission Gramin,Cash and In Kind,260000
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Department of Higher Education,P.G. Scholarship For GATE/GPAT Qualified Students For Pursuing M.Tech/ M.E./M.Pharma - AICTE,Cash,4620400
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Labour and Employment,Employees Pension Scheme for EPF Members,Cash,1404546483
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Department of Higher Education,Dr S Radhakrishnan Postdoctoral Fellowship in Humanities and Social Science,Cash,958028
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Culture,Financial Assistance for the Development of Buddhist/Tibetan Arts and Culture,Cash,23927000
India,Assam,"Financial Year (Apr - Mar), 2018",Department of Health and Family Welfare,Family Planning Compensation schemes,Cash,23067379
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Minority Affairs,Maulana Azad National Fellowship for Minority Student,Cash,82975597
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019","Department of Agriculture, Cooperation and Farmers Welfare",PM KISAN,Cash,8837184000
India,Assam,"Financial Year (Apr - Mar), 2018",Department of Higher Education,Saksham scholarship for differently abled students of Diploma Institutes,Cash,50000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",Ministry of Petroleum and Natural Gas,PAHAL,Cash,13021000000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Fertilizers,Fertilizer Subsidy Scheme,In Kind,24432857343
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",Department of Health and Family Welfare,Payments to contractual staff,Cash,10571572
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Skill Development and Entrepreneurship,Pradhan Mantri Kaushal Vikas Yojana (2016-20),Cash and In Kind,75768110
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",Department of Empowerment of Persons with Disabilities,Post-matric Scholarship for Persons with Disabilities,Cash,113850
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019","Ministry of Micro, Small and Medium Enterprises",Credit Guarantee Scheme,Cash,12144021
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",Department of Rural Development,Mahatma Gandhi NREGA,Cash,34865750
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Science and Technology,Alliance and R and D Mission - INSPIRE Scholarship,Cash,18840000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Empowerment of Persons with Disabilities,Pre-matric scholarship for Persons with disabilities,Cash,161000
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Culture,Cultural Function and Production Grant,Cash,100000
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Department of Rural Development ,DAY-NRLM,Cash and In Kind,53942000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Higher Education,P.G. Scholarship For GATE/GPAT Qualified Students For Pursuing M.Tech/ M.E./M.Pharma - AICTE,Cash,267060690
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",Ministry of Labour and Employment,Scholarship to the Children of Lime Stone and Dolomite Workers,Cash,7343260
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,NIKSHAY - Tribal TB Patients,Cash,24000
India,Assam,"Financial Year (Apr - Mar), 2018",Department of Higher Education,QIP for faculty deputed for M.Tech/ Ph.D studies at QIP Centers,Cash,3530170
India,Assam,"Financial Year (Apr - Mar), 2017",Department of Empowerment of Persons with Disabilities,"Assistance to Disabled Persons for Purchase, Fitting of Aids, Appliances",In Kind,9857631
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,NIKSHAY - TB Notification incentive for Private Sector,Cash,24000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Minority Affairs,Pre- Matric Scholarship for Minorities,Cash,473569176
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2019",Ministry of Minority Affairs,Post-Matric Scholarship for Minorities,Cash,61000
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Housing and Urban Affairs,STATE AND UT GRANTS UNDER PMAY URBAN,Cash and In Kind,80009000
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Housing and Urban Affairs,DAY NULM,Cash and In Kind,610000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",Ministry of Home Affairs (excluding Dep of Official Languages and Dept of Inter State Council Sect),Prime Minister scholarship scheme,Cash,1119000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,ASHA incentives,Cash,22569650806
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",Department of Rural Development,Indira Gandhi National Disability Pension Scheme-IGNDPS,Cash,15068900
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,NIKSHAY - TB Notification incentive for Private Sector,Cash,8854500
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019","Department of Agriculture, Cooperation and Farmers Welfare",Sub Mission on Agriculture Mechanization-Centrally Sponsored,Cash,2330000000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Rural Development ,Mahatma Gandhi NREGA,Cash,25763770832
India,Assam,"Financial Year (Apr - Mar), 2018",Department of Rural Development,Mahatma Gandhi NREGA,Cash,10108419741
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Department of Higher Education,P.G. Indira Gandhi Scholarship For Single Girl Child,Cash,40100
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Railways,Prime Minister's Scholarship Scheme for Railway Protection Force (RPF),Cash,435000
India,Assam,"Financial Year (Apr - Mar), 2018","Department of Agriculture, Cooperation and Farmers Welfare",Sub Mission On Agriculture Mechanization-Central Sector,Cash and In Kind,782784
India,Assam,"Financial Year (Apr - Mar), 2018",Department of Rural Development,DAY-NRLM,Cash and In Kind,641280475
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",Ministry of Housing and Urban Affairs,STATE AND UT GRANTS UNDER PMAY URBAN,Cash and In Kind,44887574505
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2017",Ministry of Women and Child Development,ICDS-Training Program,Cash and In Kind,712000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Health Research,Fellowship Programmes Under The Human Resource Development For Health Research,Cash,437987
India,Assam,"Financial Year (Apr - Mar), 2018",Department of Higher Education,Pragati Scholarship for girls in Degree Colleges,Cash,21500
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Development of North Eastern Region,Scheme of North Eastern Council of Financial Support to the Student of North East Region,Cash,15750000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Food and Public Distribution,DBT Kind - PDS operations in 34 states and UTs,In Kind,55100972206.08
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Department of Higher Education,"Junior Research Fellowship in Science, Humanities and Social Sciences",Cash,23348591
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Higher Education,P.G. Indira Gandhi Scholarship For Single Girl Child,Cash,200173
India,Assam,"Financial Year (Apr - Mar), 2017",Department of Social Justice and Empowerment,Pre-Matric Scholarships to the Children of those Engaged in occupations involving cleaning and prone to health hazards,Cash,1422650
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Skill Development and Entrepreneurship,Pradhan Mantri Kaushal Vikas Yojana (2016-20),Cash and In Kind,424699918
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,ASHA incentives,Cash,7200070
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,NIKSHAY - Tribal TB Patients,Cash,2429848
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018","Ministry of Micro, Small and Medium Enterprises",ATI Scheme (Training Component),In Kind,826800
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Culture,Financial Assistance for Preservation and Development of Cultural Heritage of the Himalayas,Cash,6312000
India,Assam,"Financial Year (Apr - Mar), 2017",Department of Rural Development,Mahatma Gandhi NREGA,Cash,8509895698
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017","Ministry of Environment, Forests and Climate Change",Green India Mission National Afforestation Programme,Cash and In Kind,6244000
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018",Department of Heavy Industry,Demand Incentive Delivery Mechanism under FAME India Scheme,In Kind,77800
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2018",Department of Higher Education,P.G. Scholarship for GATE/GPAT qualified students for pursuing M.Tech/ M.E./M.Pharma- UGC,Cash,74400
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2019",Department of Health and Family Welfare,ASHA incentives,Cash,5688442
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2017","Department of Agriculture, Cooperation and Farmers Welfare",Mission for Integrated Development of Horticulture,Cash,8032500
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2018",Ministry of Housing and Urban Affairs,CREDIT LINK SUBSIDY SCHEME (CLSS),Cash,640041
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Department of Higher Education,P.G. Scholarship for University Rank Holders,Cash,171680
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",Department of Health and Family Welfare,NIKSHAY - TB patient incentive for nutritional support,Cash and In Kind,101520000
India,Assam,"Financial Year (Apr - Mar), 2017",Ministry of Women and Child Development,Pradhan Mantri Matru Vandana Yojana,Cash,920374000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",Ministry of Drinking Water and Sanitation,Swachh Bharat Mission Gramin,Cash and In Kind,4859029568
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",Department of Social Justice and Empowerment,Central Sector Scheme Of Top Class Education For SC Students,Cash,910360
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019","Ministry of Environment, Forests and Climate Change",GB Pant National Institute of Himalayan Environment and Sustainable Development,Cash,142400
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Petroleum and Natural Gas,PAHAL,Cash,12704100000
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2019",Ministry of Tribal Affairs,National Fellowship and Scholarship for higher education for ST students (for SCHOLARSHIP),Cash,3184812
