Country,State,Year,Month,Name Of The Fertilizer Used,Required Fertilizer Quantity (UOM:MT(Metrictonne)),Available Fertilizer Quantity (UOM:MT(Metrictonne))
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012","April, 2012",Monoammonium Phosphate,0.000,0.000
India,Manipur,"Financial Year (Apr - Mar), 2013","March, 2014",Monoammonium Phosphate,0.000,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012","September, 2012",Muriate of Potash (MOP) or Potassium Chloride,42120.000,6739.550
India,Delhi,"Financial Year (Apr - Mar), 2015","October, 2015","nitrogen, phosphorus, and potassium",0.000,0.000
India,Puducherry,"Financial Year (Apr - Mar), 2012","April, 2012","nitrogen, phosphorus, and potassium",3340.000,1402.400
India,Goa,"Financial Year (Apr - Mar), 2014","June, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2015","March, 2016",Single super Phosphate,0.000,0.000
India,Maharashtra,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.000,56048.510
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015","November, 2015",Single super Phosphate,0.000,0.000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015","March, 2016",Triple superphosphate,0.000,3858.250
India,Manipur,"Financial Year (Apr - Mar), 2013","January, 2014","nitrogen, phosphorus, and potassium",0.000,0.000
India,Puducherry,"Financial Year (Apr - Mar), 2015","November, 2015",Diammonium Phosphate,0.000,36.000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012","June, 2012",Muriate of Potash (MOP) or Potassium Chloride,5000.000,7630.900
India,Kerala,"Financial Year (Apr - Mar), 2014","September, 2014",UREA,0.000,2977.650
India,Gujarat,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,0.000,29161.540
India,Rajasthan,"Financial Year (Apr - Mar), 2015","November, 2015","nitrogen, phosphorus, and potassium",0.000,494.650
India,Meghalaya,"Financial Year (Apr - Mar), 2014","December, 2014",Muriate of Potash (MOP) or Potassium Chloride,40.000,0.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2013","February, 2014","nitrogen, phosphorus, and potassium",0.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2012","June, 2012",Triple superphosphate,0.000,3156.750
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.000,557.004
India,Meghalaya,"Financial Year (Apr - Mar), 2012","September, 2012",Diammonium Phosphate,450.000,300.000
India,Kerala,"Financial Year (Apr - Mar), 2014","June, 2014",UREA,0.000,1503.750
India,Jharkhand,"Financial Year (Apr - Mar), 2013","January, 2014","nitrogen, phosphorus, and potassium",20000.000,2348.850
India,Mizoram,"Financial Year (Apr - Mar), 2015","August, 2015",Triple superphosphate,0.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012","October, 2012",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2013","September, 2013",Diammonium Phosphate,7805.271,4041.521
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2015","October, 2015",UREA,0.000,93.000
India,Sikkim,"Financial Year (Apr - Mar), 2013","December, 2013",Diammonium Phosphate,0.000,0.000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015","October, 2015",Diammonium Phosphate,0.000,19358.660
India,Goa,"Financial Year (Apr - Mar), 2013","January, 2014",Diammonium Phosphate,50.000,0.000
India,Puducherry,"Financial Year (Apr - Mar), 2013","July, 2013",Triple superphosphate,0.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2015","July, 2015",Monoammonium Phosphate,0.000,0.000
India,Punjab,"Financial Year (Apr - Mar), 2013","April, 2013","nitrogen, phosphorus, and potassium",2500.000,128.950
India,Nagaland,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",0.000,0.000
India,Haryana,"Financial Year (Apr - Mar), 2013","January, 2014",Diammonium Phosphate,225000.000,34313.950
India,Gujarat,"Financial Year (Apr - Mar), 2012","August, 2012",UREA,170000.000,36186.790
India,Goa,"Financial Year (Apr - Mar), 2012","October, 2012",Monoammonium Phosphate,0.000,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013","February, 2014",Diammonium Phosphate,213070.000,184680.150
India,Ladakh,"Financial Year (Apr - Mar), 2014","February, 2015","nitrogen, phosphorus, and potassium",0.000,0.000
India,Haryana,"Financial Year (Apr - Mar), 2015","November, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,8481.250
India,Manipur,"Financial Year (Apr - Mar), 2012","April, 2012",Diammonium Phosphate,820.000,0.000
India,Gujarat,"Financial Year (Apr - Mar), 2013","October, 2013",Triple superphosphate,0.000,6313.850
India,Maharashtra,"Financial Year (Apr - Mar), 2016","February, 2017",Triple superphosphate,0.000,0.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","October, 2014",Diammonium Phosphate,0.000,4240.506
India,Odisha,"Financial Year (Apr - Mar), 2013","June, 2013",Diammonium Phosphate,11680.000,5309.600
India,Meghalaya,"Financial Year (Apr - Mar), 2016","February, 2017",UREA,0.000,0.000
India,Punjab,"Financial Year (Apr - Mar), 2014","May, 2014","nitrogen, phosphorus, and potassium",0.000,495.850
India,Maharashtra,"Financial Year (Apr - Mar), 2012","June, 2012",Muriate of Potash (MOP) or Potassium Chloride,43000.000,28297.060
India,Karnataka,"Financial Year (Apr - Mar), 2012","July, 2012",Muriate of Potash (MOP) or Potassium Chloride,25000.000,17941.200
India,Meghalaya,"Financial Year (Apr - Mar), 2014","November, 2014",Triple superphosphate,0.000,0.000
India,Lakshadweep,"Financial Year (Apr - Mar), 2013","June, 2013","nitrogen, phosphorus, and potassium",0.000,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2012","July, 2012",Muriate of Potash (MOP) or Potassium Chloride,2500.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2014","April, 2014",Monoammonium Phosphate,0.000,0.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012","September, 2012",Muriate of Potash (MOP) or Potassium Chloride,2439.147,977.659
India,Puducherry,"Financial Year (Apr - Mar), 2013","April, 2013",Diammonium Phosphate,300.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2012","August, 2012","nitrogen, phosphorus, and potassium",0.000,0.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2016","February, 2017",Single super Phosphate,0.000,0.000
India,Delhi,"Financial Year (Apr - Mar), 2013","May, 2013",Single super Phosphate,50.000,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2012","July, 2012","nitrogen, phosphorus, and potassium",0.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,3296.900
India,Mizoram,"Financial Year (Apr - Mar), 2012","August, 2012",Monoammonium Phosphate,0.000,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013","March, 2014",Muriate of Potash (MOP) or Potassium Chloride,7330.000,17991.450
India,Ladakh,"Financial Year (Apr - Mar), 2013","April, 2013",UREA,349.295,35.921
India,Lakshadweep,"Financial Year (Apr - Mar), 2014","November, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2015","March, 2016",Triple superphosphate,0.000,11905.400
India,Puducherry,"Financial Year (Apr - Mar), 2014","May, 2014","nitrogen, phosphorus, and potassium",0.000,535.600
India,Rajasthan,"Financial Year (Apr - Mar), 2012","September, 2012",Monoammonium Phosphate,0.000,0.000
India,Meghalaya,"Financial Year (Apr - Mar), 2012","September, 2012","nitrogen, phosphorus, and potassium",0.000,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.000,0.000
India,Odisha,"Financial Year (Apr - Mar), 2015","November, 2015",Diammonium Phosphate,0.000,11521.890
India,Meghalaya,"Financial Year (Apr - Mar), 2014","August, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Haryana,"Financial Year (Apr - Mar), 2013","March, 2014","nitrogen, phosphorus, and potassium",10000.000,4788.950
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.000,18169.420
India,Delhi,"Financial Year (Apr - Mar), 2015","October, 2015",Diammonium Phosphate,800.000,0.000
India,Haryana,"Financial Year (Apr - Mar), 2016","February, 2017","nitrogen, phosphorus, and potassium",0.000,4821.300
India,Haryana,"Financial Year (Apr - Mar), 2012","October, 2012",Muriate of Potash (MOP) or Potassium Chloride,5000.000,3928.500
India,Ladakh,"Financial Year (Apr - Mar), 2015","March, 2016",Single super Phosphate,0.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2013","December, 2013",Diammonium Phosphate,3000.000,2152.050
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014","February, 2015",Triple superphosphate,0.000,8443.850
India,Odisha,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.000,14070.750
India,Mizoram,"Financial Year (Apr - Mar), 2015","October, 2015",Single super Phosphate,0.000,0.000
India,Goa,"Financial Year (Apr - Mar), 2012","November, 2012",Triple superphosphate,0.000,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2015","February, 2016",Monoammonium Phosphate,0.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2015","February, 2016",Monoammonium Phosphate,0.000,0.000
India,Meghalaya,"Financial Year (Apr - Mar), 2015","July, 2015",Diammonium Phosphate,0.000,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2014","February, 2015",Diammonium Phosphate,0.000,0.000
India,Haryana,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,155000.000,7377.950
India,Odisha,"Financial Year (Apr - Mar), 2014","March, 2015",Single super Phosphate,17220.000,4069.500
India,Odisha,"Financial Year (Apr - Mar), 2014","December, 2014","nitrogen, phosphorus, and potassium",17500.000,15603.100
India,Manipur,"Financial Year (Apr - Mar), 2012","May, 2012",Muriate of Potash (MOP) or Potassium Chloride,1100.000,0.000
India,Delhi,"Financial Year (Apr - Mar), 2014","April, 2014",Triple superphosphate,0.000,0.000
India,Punjab,"Financial Year (Apr - Mar), 2014","May, 2014",Diammonium Phosphate,0.000,15417.950
India,Mizoram,"Financial Year (Apr - Mar), 2013","June, 2013",UREA,400.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2015","December, 2015",Monoammonium Phosphate,0.000,0.000
India,Maharashtra,"Financial Year (Apr - Mar), 2013","October, 2013",UREA,276300.000,127564.150
India,Delhi,"Financial Year (Apr - Mar), 2013","August, 2013",Diammonium Phosphate,200.000,0.000
India,Mizoram,"Financial Year (Apr - Mar), 2016","February, 2017",Diammonium Phosphate,0.000,0.000
India,Meghalaya,"Financial Year (Apr - Mar), 2013","April, 2013",Muriate of Potash (MOP) or Potassium Chloride,300.000,0.000
India,Sikkim,"Financial Year (Apr - Mar), 2015","December, 2015",Triple superphosphate,0.000,0.000
India,Haryana,"Financial Year (Apr - Mar), 2015","February, 2016","nitrogen, phosphorus, and potassium",0.000,3965.600
India,Lakshadweep,"Financial Year (Apr - Mar), 2013","April, 2013",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Mizoram,"Financial Year (Apr - Mar), 2014","January, 2015",Muriate of Potash (MOP) or Potassium Chloride,300.000,0.000
India,Maharashtra,"Financial Year (Apr - Mar), 2015","March, 2016","nitrogen, phosphorus, and potassium",0.000,55220.180
India,Lakshadweep,"Financial Year (Apr - Mar), 2013","August, 2013",Diammonium Phosphate,0.000,0.000
India,Punjab,"Financial Year (Apr - Mar), 2012","June, 2012",UREA,70000.000,62897.200
India,Maharashtra,"Financial Year (Apr - Mar), 2014","January, 2015",Muriate of Potash (MOP) or Potassium Chloride,32300.000,28679.640
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013","August, 2013",Triple superphosphate,0.000,8443.850
India,Meghalaya,"Financial Year (Apr - Mar), 2012","November, 2012",UREA,1100.000,1160.000
India,Kerala,"Financial Year (Apr - Mar), 2015","September, 2015",Triple superphosphate,0.000,3156.750
India,Chhattisgarh,"Financial Year (Apr - Mar), 2013","August, 2013",Triple superphosphate,0.000,3858.250
India,Chandigarh,"Financial Year (Apr - Mar), 2015","February, 2016",UREA,0.000,0.000
India,Rajasthan,"Financial Year (Apr - Mar), 2013","October, 2013",Triple superphosphate,0.000,3526.250
India,Manipur,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",0.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2013","September, 2013",Monoammonium Phosphate,0.000,0.000
India,Lakshadweep,"Financial Year (Apr - Mar), 2014","March, 2015",Single super Phosphate,0.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2013","February, 2014","nitrogen, phosphorus, and potassium",0.000,0.000
India,Lakshadweep,"Financial Year (Apr - Mar), 2014","November, 2014","nitrogen, phosphorus, and potassium",0.000,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2015","September, 2015","nitrogen, phosphorus, and potassium",106100.000,105851.570
India,Punjab,"Financial Year (Apr - Mar), 2014","June, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,11854.650
India,Punjab,"Financial Year (Apr - Mar), 2014","January, 2015","nitrogen, phosphorus, and potassium",40000.000,2055.250
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.000,2353.338
India,Puducherry,"Financial Year (Apr - Mar), 2013","September, 2013",Monoammonium Phosphate,0.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.000,0.000
India,Chandigarh,"Financial Year (Apr - Mar), 2015","January, 2016",UREA,0.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2014","March, 2015",Single super Phosphate,6000.000,0.000
India,Maharashtra,"Financial Year (Apr - Mar), 2012","July, 2012","nitrogen, phosphorus, and potassium",118000.000,110762.680
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2013","April, 2013","nitrogen, phosphorus, and potassium",2500.000,173.300
India,Meghalaya,"Financial Year (Apr - Mar), 2013","June, 2013",Diammonium Phosphate,500.000,100.000
India,Maharashtra,"Financial Year (Apr - Mar), 2014","March, 2015",Single super Phosphate,116300.000,28418.660
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2013","February, 2014",Triple superphosphate,0.000,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015","November, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.000,36360.950
India,Meghalaya,"Financial Year (Apr - Mar), 2012","August, 2012",Monoammonium Phosphate,0.000,0.000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2012","October, 2012",Muriate of Potash (MOP) or Potassium Chloride,2439.147,706.133
India,Sikkim,"Financial Year (Apr - Mar), 2012","April, 2012",Monoammonium Phosphate,0.000,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015","October, 2015",Monoammonium Phosphate,0.000,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2016","January, 2017",Triple superphosphate,0.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2013","April, 2013",Diammonium Phosphate,139.961,99.589
India,Mizoram,"Financial Year (Apr - Mar), 2013","May, 2013",UREA,200.000,0.000
India,Kerala,"Financial Year (Apr - Mar), 2014","April, 2014",Single super Phosphate,0.000,0.000
India,Gujarat,"Financial Year (Apr - Mar), 2013","June, 2013",Triple superphosphate,0.000,6313.850
India,Delhi,"Financial Year (Apr - Mar), 2013","April, 2013",Single super Phosphate,50.000,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2014","October, 2014","nitrogen, phosphorus, and potassium",5000.000,586.700
India,Jharkhand,"Financial Year (Apr - Mar), 2015","December, 2015",Diammonium Phosphate,4500.000,3988.400
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2013","July, 2013",Muriate of Potash (MOP) or Potassium Chloride,1170.791,1284.260
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015","December, 2015",Diammonium Phosphate,0.000,4882.100
India,Mizoram,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.000,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2014","May, 2014",Monoammonium Phosphate,0.000,0.000
India,Manipur,"Financial Year (Apr - Mar), 2013","April, 2013",Triple superphosphate,0.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.000,13.896
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012","August, 2012",Triple superphosphate,0.000,4015.550
India,Sikkim,"Financial Year (Apr - Mar), 2013","September, 2013",Triple superphosphate,0.000,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.000,0.000
India,Puducherry,"Financial Year (Apr - Mar), 2016","February, 2017",Diammonium Phosphate,0.000,11.000
India,Manipur,"Financial Year (Apr - Mar), 2013","July, 2013",UREA,3000.000,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2015","January, 2016",Triple superphosphate,0.000,0.000
India,Manipur,"Financial Year (Apr - Mar), 2014","January, 2015",Triple superphosphate,0.000,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2013","March, 2014",Triple superphosphate,0.000,11905.400
India,Kerala,"Financial Year (Apr - Mar), 2012","October, 2012",Monoammonium Phosphate,0.000,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2013","October, 2013",Diammonium Phosphate,0.000,0.000
India,Nagaland,"Financial Year (Apr - Mar), 2014","June, 2014","nitrogen, phosphorus, and potassium",0.000,0.000
India,Mizoram,"Financial Year (Apr - Mar), 2015","March, 2016",Muriate of Potash (MOP) or Potassium Chloride,0.000,0.000
India,Maharashtra,"Financial Year (Apr - Mar), 2013","October, 2013",Diammonium Phosphate,169500.000,37338.030
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2012","August, 2012",Diammonium Phosphate,0.000,0.000
India,Goa,"Financial Year (Apr - Mar), 2015","November, 2015",Triple superphosphate,0.000,0.000
India,Mizoram,"Financial Year (Apr - Mar), 2013","September, 2013",Single super Phosphate,560.000,0.000
India,Goa,"Financial Year (Apr - Mar), 2015","November, 2015",Single super Phosphate,0.000,0.000
India,Chhattisgarh,"Financial Year (Apr - Mar), 2012","July, 2012",Muriate of Potash (MOP) or Potassium Chloride,5000.000,1929.650
India,Ladakh,"Financial Year (Apr - Mar), 2014","August, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000,17.141
India,Haryana,"Financial Year (Apr - Mar), 2013","March, 2014",Monoammonium Phosphate,0.000,0.000
India,Meghalaya,"Financial Year (Apr - Mar), 2014","September, 2014",Diammonium Phosphate,0.000,100.000
India,Manipur,"Financial Year (Apr - Mar), 2014","January, 2015",Monoammonium Phosphate,0.000,0.000
India,Mizoram,"Financial Year (Apr - Mar), 2015","October, 2015",UREA,0.000,0.000
India,Odisha,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.000,12375.150
